Operator,Shape,Operand1,Operand2,Operand3,Operand4,Operand5,Operand6,Operand7,Operand8
ATTR,ExistenceThenConstant,azurerm_application_gateway.custom_error_configuration == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.backend_http_settings.path == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.backend_http_settings.path == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.backend_http_settings.connection_draining == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.backend_http_settings.connection_draining == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.autoscale_configuration == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.autoscale_configuration == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.sku.name == WAF_v2,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.request_routing_rule.rule_type == Basic,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.request_routing_rule.rule_type == Basic,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == Dynamic,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == Dynamic,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.backend_http_settings.cookie_based_affinity == Disabled,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.backend_http_settings.cookie_based_affinity == Disabled,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.zones == Absence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.zones == Absence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.waf_configuration == Absence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.url_path_map == Absence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.url_path_map == Absence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.timeouts == Absence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.timeouts == Absence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.ssl_profile == Absence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.ssl_profile == Absence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.redirect_configuration == Absence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.redirect_configuration == Absence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.probe == Absence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.probe == Absence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.private_link_configuration == Absence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.private_link_configuration == Absence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.global == Absence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.global == Absence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.custom_error_configuration == Absence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.custom_error_configuration == Absence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,UnequalThenUnequal,azurerm_application_gateway.frontend_port.name == String,azurerm_application_gateway.frontend_port.name == String,azurerm_application_gateway.frontend_port.port == String,azurerm_application_gateway.frontend_port.port == String,,,,
ATTR,UnequalThenUnequal,azurerm_application_gateway.frontend_ip_configuration.name == String,azurerm_application_gateway.frontend_ip_configuration.name == String,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == String,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == String,,,,
ATTR,ExistenceThenExistence,azurerm_application_gateway.waf_configuration.disabled_rule_group == Existence,azurerm_application_gateway.waf_configuration.exclusion == Existence,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.rewrite_rule_set == Absence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.rewrite_rule_set == Absence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.probe == Absence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenExistence,azurerm_application_gateway.probe.host == Existence,azurerm_application_gateway.probe.match == Existence,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.waf_configuration.exclusion == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.waf_configuration.exclusion == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.waf_configuration.disabled_rule_group == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.waf_configuration.disabled_rule_group == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.waf_configuration == Existence,azurerm_application_gateway.waf_configuration.firewall_mode == Prevention,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.waf_configuration == Existence,azurerm_application_gateway.waf_configuration.enabled == true,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.sku.capacity == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.sku.capacity == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.request_routing_rule.priority == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.request_routing_rule.priority == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.autoscale_configuration.max_capacity == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.autoscale_configuration.max_capacity == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.sku.tier == WAF_v2,azurerm_application_gateway.waf_configuration.enabled == true,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.sku.name == WAF_v2,azurerm_application_gateway.waf_configuration.enabled == true,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.request_routing_rule.rule_type == Basic,azurerm_application_gateway.waf_configuration.firewall_mode == Prevention,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.request_routing_rule.rule_type == Basic,azurerm_application_gateway.waf_configuration.enabled == true,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == Dynamic,azurerm_application_gateway.waf_configuration.firewall_mode == Prevention,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == Dynamic,azurerm_application_gateway.waf_configuration.enabled == true,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.backend_http_settings.cookie_based_affinity == Disabled,azurerm_application_gateway.waf_configuration.firewall_mode == Prevention,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.backend_http_settings.cookie_based_affinity == Disabled,azurerm_application_gateway.waf_configuration.enabled == true,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.autoscale_configuration == Absence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.autoscale_configuration == Absence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenUnequal,azurerm_application_gateway.frontend_ip_configuration.private_ip_address == Existence,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == String,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == String,,,,,
ATTR,ExistenceThenExistence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.response_header_configuration == Existence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.url == Existence,,,,,,
ATTR,ExistenceThenExistence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.request_header_configuration == Existence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.url == Existence,,,,,,
ATTR,ExistenceThenExistence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.request_header_configuration == Existence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.response_header_configuration == Existence,,,,,,
ATTR,ExistenceThenExistence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.condition == Existence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.url == Existence,,,,,,
ATTR,ExistenceThenExistence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.condition == Existence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.response_header_configuration == Existence,,,,,,
ATTR,ExistenceThenExistence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.condition == Existence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.request_header_configuration == Existence,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.probe.match == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.probe.match == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.probe.match == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.probe.host == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.probe.host == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.frontend_ip_configuration.private_ip_address == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.frontend_ip_configuration.private_ip_address == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.frontend_ip_configuration.private_ip_address == Existence,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == Dynamic,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.autoscale_configuration.max_capacity == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.autoscale_configuration.max_capacity == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.waf_configuration.enabled == true,azurerm_application_gateway.waf_configuration.firewall_mode == Prevention,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.sku.tier == WAF_v2,azurerm_application_gateway.waf_configuration.firewall_mode == Prevention,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.sku.name == WAF_v2,azurerm_application_gateway.waf_configuration.firewall_mode == Prevention,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.waf_configuration == Absence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.waf_configuration == Absence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenExistence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.url.components == Existence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.url.path == Existence,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.waf_configuration.exclusion == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.waf_configuration.disabled_rule_group == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.waf_configuration == Existence,azurerm_application_gateway.waf_configuration.firewall_mode == Detection,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.waf_configuration == Existence,azurerm_application_gateway.waf_configuration.enabled == false,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.condition == Existence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.condition.variable == var_uri_path,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.condition == Existence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.condition.ignore_case == false,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.rewrite_rule_set.rewrite_rule == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.rewrite_rule_set.rewrite_rule == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.rewrite_rule_set.rewrite_rule == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.rewrite_rule_set.rewrite_rule == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.rewrite_rule_set.rewrite_rule == Existence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.condition.variable == var_uri_path,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.rewrite_rule_set.rewrite_rule == Existence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.condition.ignore_case == false,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.rewrite_rule_set == Existence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.condition.variable == var_uri_path,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.rewrite_rule_set == Existence,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.condition.ignore_case == false,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.request_routing_rule.priority == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.probe.host == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.frontend_ip_configuration.private_ip_address == Existence,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == Static,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.waf_configuration.enabled == true,azurerm_application_gateway.waf_configuration.firewall_mode == Detection,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.waf_configuration.enabled == false,azurerm_application_gateway.waf_configuration.firewall_mode == Prevention,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.sku.tier == WAF_v2,azurerm_application_gateway.waf_configuration.firewall_mode == Detection,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.sku.name == WAF_v2,azurerm_application_gateway.waf_configuration.firewall_mode == Detection,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.sku.name == Standard_Small,azurerm_application_gateway.waf_configuration.firewall_mode == Prevention,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.sku.name == Standard_Small,azurerm_application_gateway.waf_configuration.enabled == false,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.condition.ignore_case == false,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.condition.variable == var_uri_path,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.request_routing_rule.rule_type == Basic,azurerm_application_gateway.waf_configuration.firewall_mode == Detection,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.request_routing_rule.rule_type == Basic,azurerm_application_gateway.waf_configuration.enabled == false,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.request_routing_rule.rule_type == Basic,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.condition.variable == var_uri_path,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.request_routing_rule.rule_type == Basic,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.condition.ignore_case == false,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == Static,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == Static,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == Static,azurerm_application_gateway.request_routing_rule.rule_type == Basic,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == Dynamic,azurerm_application_gateway.waf_configuration.firewall_mode == Detection,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == Dynamic,azurerm_application_gateway.waf_configuration.enabled == false,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == Dynamic,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.condition.variable == var_uri_path,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == Dynamic,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.condition.ignore_case == false,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.backend_http_settings.cookie_based_affinity == Disabled,azurerm_application_gateway.waf_configuration.firewall_mode == Detection,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.backend_http_settings.cookie_based_affinity == Disabled,azurerm_application_gateway.waf_configuration.enabled == false,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.backend_http_settings.cookie_based_affinity == Disabled,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.condition.variable == var_uri_path,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.backend_http_settings.cookie_based_affinity == Disabled,azurerm_application_gateway.rewrite_rule_set.rewrite_rule.condition.ignore_case == false,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.backend_http_settings.cookie_based_affinity == Disabled,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == Static,,,,,,
